Date,AAPL,GOOGL,MSFT
2024-02-09,187.32191467285156,147.88262939453125,414.3717956542969
2024-02-12,185.6356658935547,146.42367553710938,409.15948486328125
2024-02-13,183.54273986816406,144.05157470703125,400.350830078125
2024-02-14,182.6599578857422,144.84559631347656,404.22039794921875
2024-02-15,182.37229919433594,141.69935607910156,401.3280944824219
2024-02-16,180.8348388671875,139.46624755859375,398.8602600097656
2024-02-20,180.0908966064453,140.0617218017578,397.6065979003906
2024-02-21,180.8447723388672,141.4810028076172,397.0044250488281
2024-02-22,182.878173828125,143.0094451904297,406.3525695800781
2024-02-23,181.04315185546875,142.8804168701172,405.0594177246094
2024-02-26,179.69415283203125,136.53836059570312,402.2954406738281
2024-02-27,181.1522674560547,137.8385467529297,402.2362365722656
2024-02-28,179.95204162597656,135.35728454589844,402.47320556640625
2024-02-29,179.2874755859375,137.4216766357422,408.3169860839844
2024-03-01,178.206298828125,136.111572265625,410.1530456542969
2024-03-04,173.68316650390625,132.35000610351562,409.5805358886719
2024-03-05,168.74346923828125,131.67510986328125,397.4683837890625
2024-03-06,167.75157165527344,130.4146270751953,396.91558837890625
2024-03-07,167.63255310058594,133.3722686767578,403.8749084472656
2024-03-08,169.34854125976562,134.39454650878906,400.9924621582031
2024-03-11,171.35220336914062,136.63760375976562,399.3143310546875
2024-03-12,171.82830810546875,137.4613800048828,409.9359130859375
2024-03-13,169.7453155517578,138.74171447753906,409.7581787109375
2024-03-14,171.6001739501953,142.02691650390625,419.74798583984375
2024-03-15,171.2232208251953,140.1212921142578,411.0611877441406
2024-03-18,172.31436157226562,146.57252502441406,411.9496154785156
2024-03-19,174.65525817871094,145.92739868164062,415.98699951171875
2024-03-20,177.22430419921875,147.6245880126953,419.7578125
2024-03-21,169.98336791992188,146.49313354492188,423.8445739746094
2024-03-22,170.88601684570312,149.63937377929688,423.22265625
2024-03-25,169.46759033203125,148.94464111328125,417.4183044433594
2024-03-26,168.3367919921875,149.54010009765625,416.223876953125
2024-03-27,171.90765380859375,149.73861694335938,416.0067138671875
2024-03-28,170.0924530029297,149.7981719970703,415.305908203125
2024-04-01,168.6542205810547,154.32398986816406,419.1063232421875
2024-04-02,167.47386169433594,153.4009246826172,416.0166320800781
2024-04-03,168.27728271484375,153.7582244873047,415.039306640625
2024-04-04,167.45399475097656,149.4011688232422,412.50238037109375
2024-04-05,168.20785522460938,151.35638427734375,420.0440979003906
2024-04-08,167.0869903564453,153.6887969970703,419.1260681152344
2024-04-09,168.29710388183594,155.4256591796875,420.7943420410156
2024-04-10,166.4224090576172,154.96908569335938,417.81317138671875
2024-04-11,173.62368774414062,158.21458435058594,422.42303466796875
2024-04-12,175.12144470214844,156.5471649169922,416.4707336425781
2024-04-15,171.2926788330078,153.69871520996094,408.3169860839844
2024-04-16,168.0094757080078,153.24212646484375,409.2448425292969
2024-04-17,166.64064025878906,154.30410766601562,406.5401611328125
2024-04-18,165.6883544921875,154.84005737304688,399.0675354003906
2024-04-19,163.66490173339844,152.93446350097656,393.98382568359375
2024-04-22,164.49807739257812,155.10804748535156,395.8001708984375
2024-04-23,165.54953002929688,157.07318115234375,402.3251647949219
2024-04-24,167.65237426757812,157.93667602539062,403.7959289550781
2024-04-25,168.5153350830078,154.83013916015625,393.9048767089844
2024-04-26,167.9301300048828,170.66053771972656,401.0911560058594
2024-04-29,172.09613037109375,164.904052734375,397.07354736328125
2024-04-30,168.9517822265625,161.5592803955078,384.3197937011719
2024-05-01,167.9301300048828,162.63121032714844,389.8576354980469
2024-05-02,171.62991333007812,165.3704833984375,392.7203063964844
2024-05-03,181.89617919921875,165.98585510253906,401.42681884765625
2024-05-06,180.2397003173828,166.83941650390625,408.21826171875
2024-05-07,180.92410278320312,169.96578979492188,404.072265625
2024-05-08,181.26136779785156,168.10980224609375,405.2568664550781
2024-05-09,183.07656860351562,168.6854705810547,407.01397705078125
2024-05-10,181.81512451171875,167.38526916503906,409.40283203125
2024-05-13,185.0233154296875,167.87159729003906,408.3958740234375
2024-05-14,186.1655731201172,169.06259155273438,411.19940185546875
2024-05-15,188.4401397705078,171.21633911132812,418.3887634277344
2024-05-16,188.55931091308594,172.8738250732422,416.3219299316406
2024-05-17,188.589111328125,174.73971557617188,415.55059814453125
2024-05-20,189.75120544433594,175.59324645996094,420.6237487792969
2024-05-21,191.05238342285156,176.5162811279297,424.2827453613281
2024-05-22,189.61215209960938,175.05734252929688,425.7463073730469
2024-05-23,185.61927795410156,172.24855041503906,422.2653503417969
2024-05-24,188.69834899902344,173.677734375,425.3902587890625
2024-05-28,188.7083282470703,175.0771484375,425.54852294921875
2024-05-29,189.0062713623047,174.5809326171875,424.4112854003906
2024-05-30,189.99952697753906,170.81935119628906,410.07208251953125
2024-05-31,190.95306396484375,171.2064208984375,410.5269775390625
2024-06-03,192.72105407714844,171.87139892578125,408.934814453125
2024-06-04,193.0388946533203,172.48672485351562,411.4565124511719
2024-06-05,194.54864501953125,174.0946044921875,419.3085021972656
2024-06-06,193.16798400878906,175.4046630859375,419.8128356933594
2024-06-07,195.56173706054688,173.1517333984375,419.1502990722656
2024-06-10,191.81716918945312,173.89694213867188,423.12567138671875
2024-06-11,205.75254821777344,175.4967041015625,427.88232421875
2024-06-12,211.6326141357422,176.65924072265625,436.16943359375
2024-06-13,212.79470825195312,174.0459747314453,436.68365478515625
2024-06-14,211.0565185546875,175.66561889648438,437.6626892089844
2024-06-17,215.2083282470703,176.11276245117188,443.39837646484375
2024-06-18,212.84437561035156,173.97642517089844,441.390869140625
2024-06-20,208.26547241210938,175.17874145507812,440.7580261230469
2024-06-21,206.0902557373047,178.487548828125,444.792724609375
2024-06-24,206.7358856201172,178.08016967773438,442.7061767578125
2024-06-25,207.65960693359375,182.8595733642578,445.94976806640625
2024-06-26,211.8114013671875,182.71054077148438,447.1463928222656
2024-06-27,212.65565490722656,184.23080444335938,447.8287353515625
2024-06-28,209.19912719726562,180.99151611328125,441.994140625
2024-07-01,215.28778076171875,181.82618713378906,451.6656799316406
2024-07-02,218.78404235839844,184.0618896484375,454.1873779296875
2024-07-03,220.05538940429688,184.63818359375,455.660888671875
2024-07-05,224.81307983398438,189.38780212402344,462.3755798339844
2024-07-08,226.28309631347656,187.82777404785156,461.07025146484375
2024-07-09,227.13729858398438,187.77809143066406,454.4444885253906
2024-07-10,231.4082794189453,189.96408081054688,461.0801086425781
2024-07-11,226.03477478027344,184.38980102539062,449.6582336425781
2024-07-12,228.98475646972656,183.89297485351562,448.5209045410156
2024-07-15,232.81871032714844,185.3436737060547,448.9263610839844
2024-07-16,233.23587036132812,182.75027465820312,444.5356140136719
2024-07-17,227.3359375,179.86871337890625,438.6021423339844
2024-07-18,222.66763305664062,176.55990600585938,435.487060546875
2024-07-19,222.79678344726562,176.53009033203125,432.2632141113281
2024-07-22,222.4491424560547,180.5146026611328,438.0285949707031
2024-07-23,223.4920654296875,180.63381958007812,439.9173583984375
2024-07-24,217.06570434570312,171.53207397460938,424.144287109375
2024-07-25,216.0227813720703,166.2161102294922,413.76068115234375
2024-07-26,216.4896240234375,165.93788146972656,420.55450439453125
2024-07-29,216.76773071289062,168.45181274414062,421.99835205078125
2024-07-30,217.32394409179688,169.2069549560547,418.2306213378906
2024-07-31,220.58181762695312,170.4490203857422,413.71124267578125
2024-08-01,216.88693237304688,169.67396545410156,412.4849853515625
2024-08-02,218.3767852783203,165.6000518798828,403.9606018066406
2024-08-05,207.85824584960938,158.23716735839844,390.7684631347656
2024-08-06,205.83200073242188,157.2832794189453,395.1790466308594
2024-08-07,208.40452575683594,157.9291534423828,394.01214599609375
2024-08-08,211.87098693847656,160.99948120117188,398.22491455078125
2024-08-09,214.78125,162.62905883789062,401.5179443359375
2024-08-12,216.31259155273438,161.25782775878906,402.2991638183594
2024-08-13,220.0316925048828,163.11593627929688,409.4194030761719
2024-08-14,220.47914123535156,159.35003662109375,412.23779296875
2024-08-15,223.46238708496094,160.27415466308594,417.1119689941406
2024-08-16,224.78492736816406,161.923583984375,414.5758056640625
2024-08-19,224.62582397460938,165.6099853515625,417.6072692871094
2024-08-20,225.24234008789062,166.1167449951172,420.846923828125
2024-08-21,225.13296508789062,164.79518127441406,420.19305419921875
2024-08-22,223.2734375,162.75823974609375,411.6829528808594
2024-08-23,225.5705108642578,164.566650390625,412.9114074707031
2024-08-26,225.90858459472656,165.10321044921875,409.64215087890625
2024-08-27,226.7538299560547,163.63262939453125,409.9889221191406
2024-08-28,225.22247314453125,161.81427001953125,406.7790222167969
2024-08-29,228.50399780273438,160.75108337402344,409.2756042480469
2024-08-30,227.71841430664062,162.34092712402344,413.2582092285156
2024-09-03,221.52328491210938,156.3592071533203,405.6298522949219
2024-09-04,219.61404418945312,155.45498657226562,405.0948791503906
2024-09-05,221.13548278808594,156.23995971679688,404.5896301269531
2024-09-06,219.5841827392578,149.9601593017578,397.96185302734375
2024-09-09,219.67369079589844,147.9602813720703,401.9444580078125
